x,y,heading
1.8222222222222224E-4,0.0,0.0
6.266666666666666E-4,0.0,0.0
0.0019603352209925625,0.0,0.0
0.004628677486943029,0.0,0.0
0.009078145190757144,0.0,0.0
0.01575651806498794,0.0,0.0
0.025113217924132198,0.0,0.0
0.037599603796798775,0.0,0.0
0.053669239487395895,0.0,0.0
0.07377812367973573,0.0,0.0
0.09793445935012637,0.0,0.0
0.12614605311869537,0.0,0.0
0.15842024817933673,0.0,0.0
0.19476386307977606,0.0,0.0
0.23518313712995426,0.0,0.0
0.2796836831048988,0.0,0.0
0.3282704477851773,0.0,0.0
0.3809476807465105,0.0,0.0
0.43771891167294896,0.0,0.0
0.49858693632803774,0.0,0.0
0.5635538111785225,0.0,0.0
0.6321609456660259,0.0,0.0
0.703947765759388,0.0,0.0
0.7784523659295561,0.0,0.0
0.855212110159977,0.0,0.0
0.9337641728078547,0.0,0.0
1.0136460142516908,0.0,0.0
1.0943957898733319,0.0,0.0
1.1755526939588263,0.0,0.0
1.2566572425419789,0.0,0.0
1.3377118049623569,0.0,0.0
1.4187186433354586,0.0,0.0
1.4996799174051212,0.0,0.0
1.5805976891763331,0.0,0.0
1.6614739273383892,0.0,0.0
1.7423105114878767,0.0,0.0
1.8231092361605519,0.0,0.0
1.9038718146807532,0.0,0.0
1.9845998828366103,0.0,0.0
2.0652950023889325,0.0,0.0
2.1459586644213235,0.0,0.0
2.226592292538626,0.0,0.0
2.307197245920681,0.0,0.0
2.3877748222378727,0.0,0.0
2.468326260434726,0.0,0.0
2.5488527433875383,0.0,0.0
2.629355400441736,0.0,0.0
2.7098353098344057,0.0,0.0
2.790293501007193,0.0,0.0
2.8707309568145343,0.0,0.0
2.95114861563195,0.0,0.0
3.0315473733689333,0.0,0.0
3.1119280853907414,0.0,0.0
3.1922915683532187,0.0,0.0
3.272638601954585,0.0,0.0
3.352969930607947,0.0,0.0
3.4332862650381197,0.0,0.0
3.5135882838061843,0.0,0.0
3.593876634765053,0.0,0.0
3.6741519364491615,0.0,0.0
3.7544147794012734,0.0,0.0
3.834665727439237,0.0,0.0
3.9149053188654177,0.0,0.0
3.9951340676213962,0.0,0.0
4.087224480404655,0.0020056631407325163,0.021775840178825487
4.166767174630965,0.005620653207801321,0.045415915662685616
4.246091782899311,0.011041252568841243,0.06822833058336837
4.325083457719365,0.01819120954917252,0.09026933329837492
4.403641103165641,0.02699463650230216,0.11159767384439548
4.481675710834333,0.037377205364000216,0.13227394749467947
4.559108756479659,0.04926704960132444,0.152360010157972
4.635870675866392,0.06259541228102655,0.1719184780029212
4.711899431928799,0.07729707766822397,0.19101231566794877
4.787139179819859,0.09331062046450085,0.20970451211235028
4.861539031938724,0.11057850290759047,0.22805783976550012
4.935051921595738,0.12904704583532292,0.2461346908229346
5.007633561405281,0.14866629566635725,0.2639969835815417
5.0792414908378785,0.16938980528729095,0.2817061316939478
5.149834206231603,0.19117434307590625,0.29932306940442677
5.2193703661495485,0.21397954087960008,0.31690832657052515
5.28780806484154,0.2377674886171193,0.3345221479788432
5.355104166927213,0.26250228035756823,0.35222465240690726
5.421213696970657,0.2881495141513743,0.3700760277734978
5.486089278477139,0.314675745555046,0.3881367596617939
5.549680617889521,0.342047892629162,0.40646789140633843
5.6119340304412315,0.3702325881688846,0.4251313148318434
5.672792006231739,0.39919547299932995,0.44419009160426537
5.732192816656809,0.4289004222929292,0.46370880603813375
5.790070163437586,0.4593086950227798,0.4837539510593099
5.846352874959273,0.4903779948030551,0.5043943499521184
5.900964657640638,0.522061428510445,0.525701617462796
5.953823913660521,0.5543063471942101,0.5477506648388445
6.004843640752495,0.5870530519031449,0.5706202545875084
6.053931435190305,0.6202333452537034,0.5943936119511557
6.100989625675739,0.6537689078727219,0.6191591016028858
6.145915573995243,0.6875694774562477,0.6450109798203552
6.188602188381429,0.7215308072841159,0.6720502342927853
6.228938707908594,0.7555323809028367,0.7003855260716976
6.2668118315804655,0.7894348608277629,0.7301342509093139
5.87674957171538,0.4353830296106371,0.7370421962417644
5.93299154763753,0.48536870748952976,0.7265709257223677
5.990800861721291,0.5350856011905202,0.7102797936603299
6.050937080615767,0.5846347073717061,0.6891736538028924
6.114028411591923,0.6340327484617881,0.6642645087901047
6.180559945823374,0.6832152433398617,0.6365763805906315
6.2508614021926405,0.7320514917461701,0.6071392018839212
6.325098504238441,0.7803689264058118,0.5769745793922708
6.403271270885893,0.8279832152978762,0.5470768872317135
6.485220900813025,0.8747297905448063,0.5183934617358247
6.570644971437377,0.920492494729111,0.49180744055696207
6.659118873996055,0.9652258313819422,0.4681259516428206
6.750120216328393,1.0089686401776456,0.44807502552007983
6.843052568104206,1.0518484614700476,0.43230102389431363
6.937265359425075,1.094076985455236,0.42137681566824686
7.032067764366097,1.1359375383039834,0.41580958811388286
